"Name","Line","source","section","section_order"
"Barret","When we blow this place, this ain't gonna be nothin' more than a hunka junk.Cloud, you set the bomb.","https://www.yinza.com/Fandom/Script/01.html","Sector 1 - The No. 1 Reactor",1
"Cloud","Shouldn't you do it?","https://www.yinza.com/Fandom/Script/01.html","Sector 1 - The No. 1 Reactor",1
"Barret","Jus' do it! I gotta watch to make sure you don't pull nothin'.","https://www.yinza.com/Fandom/Script/01.html","Sector 1 - The No. 1 Reactor",1
"Cloud","Fine, be my guest.","https://www.yinza.com/Fandom/Script/01.html","Sector 1 - The No. 1 Reactor",1
"Barret","......What's wrong?","https://www.yinza.com/Fandom/Script/01.html","Sector 1 - The No. 1 Reactor",1
"Cloud","Huh?","https://www.yinza.com/Fandom/Script/01.html","Sector 1 - The No. 1 Reactor",1
"Barret","What's wrong, Cloud? Hurry it up!","https://www.yinza.com/Fandom/Script/01.html","Sector 1 - The No. 1 Reactor",1
"Cloud","...Yeah, sorry.","https://www.yinza.com/Fandom/Script/01.html","Sector 1 - The No. 1 Reactor",1
"Barret","Heads up, here they come!","https://www.yinza.com/Fandom/Script/01.html","Sector 1 - The No. 1 Reactor",1
"Cloud","Barret, be careful!Attack while it's tail's up!It's gonna counterattack with its laser.","https://www.yinza.com/Fandom/Script/01.html","Sector 1 - The No. 1 Reactor",1
"Cloud","Come on, let's get outta here!","https://www.yinza.com/Fandom/Script/01.html","Sector 1 - The No. 1 Reactor",1
"Cloud","You all right?","https://www.yinza.com/Fandom/Script/01.html","Sector 1 - The No. 1 Reactor",1
"Jessie","My leg got stuck.Thanks!","https://www.yinza.com/Fandom/Script/01.html","Sector 1 - The No. 1 Reactor",1
"Biggs","Let's go!","https://www.yinza.com/Fandom/Script/01.html","Sector 1 - The No. 1 Reactor",1
"Jessie","Code deciphered","https://www.yinza.com/Fandom/Script/01.html","Sector 1 - The No. 1 Reactor",1
"Jessie","Alright, be careful.","https://www.yinza.com/Fandom/Script/01.html","Sector 1 - The No. 1 Reactor",1
"Biggs","Code deciphered","https://www.yinza.com/Fandom/Script/01.html","Sector 1 - The No. 1 Reactor",1
"Biggs","That should keep the planet going... at least a little longer.","https://www.yinza.com/Fandom/Script/01.html","Sector 1 - The No. 1 Reactor",1
"Wedge","Yeah.","https://www.yinza.com/Fandom/Script/01.html","Sector 1 - The No. 1 Reactor",1
"Barret",".........","https://www.yinza.com/Fandom/Script/01.html","Sector 1 - The No. 1 Reactor",1
"Jessie","OK! Now everyone get back.","https://www.yinza.com/Fandom/Script/01.html","Sector 1 - The No. 1 Reactor",1
"Barret","All right, now let's get out of here.Rendezvous at Sector 8 station! Split up and get on the train!","https://www.yinza.com/Fandom/Script/01.html","Sector 1 - The No. 1 Reactor",1
"Cloud","H, hey!","https://www.yinza.com/Fandom/Script/01.html","Sector 1 - The No. 1 Reactor",1
"Barret","If it's about your money Save it 'til we're back at the hideout.","https://www.yinza.com/Fandom/Script/01.html","Sector 1 - The No. 1 Reactor",1
"Flower Girl","Excuse me.What happened?","https://www.yinza.com/Fandom/Script/01.html","Sector 1 - The No. 1 Reactor",1
"Cloud","- You'd better get out of here- Nothing... hey, listen...","https://www.yinza.com/Fandom/Script/01.html","Sector 1 - The No. 1 Reactor",1
"Redhead","Just what the hell's going on!?","https://www.yinza.com/Fandom/Script/01.html","Sector 1 - The No. 1 Reactor",1
"Man with Hat","Wonder what that is on the wall over there. Let's see...Don't be fooled by Shinra! Mako energy doesn't last forever! Mako is the planet's lifesource! The end is in sight!Protectors of the planet: AVALANCHE","https://www.yinza.com/Fandom/Script/01.html","Sector 1 - The No. 1 Reactor",1
"Soldier","Hey! You there!!","https://www.yinza.com/Fandom/Script/01.html","Sector 1 - The No. 1 Reactor",1
"Cloud","Shinra soldiers...- Fight them- Later!","https://www.yinza.com/Fandom/Script/01.html","Sector 1 - The No. 1 Reactor",1
"Cloud","Shinra soldiers...- Fight them","https://www.yinza.com/Fandom/Script/01.html","Sector 1 - The No. 1 Reactor",1
"Soldiers","That's him!","https://www.yinza.com/Fandom/Script/01.html","Sector 1 - The No. 1 Reactor",1
"Cloud","hmph!","https://www.yinza.com/Fandom/Script/01.html","Sector 1 - The No. 1 Reactor",1
"Cloud","Shinra soldiers...- Fight them","https://www.yinza.com/Fandom/Script/01.html","Sector 1 - The No. 1 Reactor",1
"Soldiers","Over here!!","https://www.yinza.com/Fandom/Script/01.html","Sector 1 - The No. 1 Reactor",1
"Cloud","hmph!","https://www.yinza.com/Fandom/Script/01.html","Sector 1 - The No. 1 Reactor",1
"Soldier","That's as far as you go.","https://www.yinza.com/Fandom/Script/01.html","Sector 1 - The No. 1 Reactor",1
"Cloud","I don't have time to be messin' around with you guys.","https://www.yinza.com/Fandom/Script/01.html","Sector 1 - The No. 1 Reactor",1
"Soldier","Enough babbling...... Grab him!!","https://www.yinza.com/Fandom/Script/01.html","Sector 1 - The No. 1 Reactor",1
"Wedge","Cloud never came.","https://www.yinza.com/Fandom/Script/01.html","Sector 1 - The No. 1 Reactor",1
"Biggs","Cloud...... Wonder if he was killed?","https://www.yinza.com/Fandom/Script/01.html","Sector 1 - The No. 1 Reactor",1
"Barret","No way!!","https://www.yinza.com/Fandom/Script/01.html","Sector 1 - The No. 1 Reactor",1
"Jessie","Cloud......","https://www.yinza.com/Fandom/Script/01.html","Sector 1 - The No. 1 Reactor",1
"Biggs","Say, do you think Cloud's......Going to fight to the end for AVALANCHE!?","https://www.yinza.com/Fandom/Script/01.html","Sector 1 - The No. 1 Reactor",1
"Barret","The hell would I know!? Do I look like a mind reader?","https://www.yinza.com/Fandom/Script/01.html","Sector 1 - The No. 1 Reactor",1
"Wedge","Hey, Barret! What about our money...?","https://www.yinza.com/Fandom/Script/01.html","Sector 1 - The No. 1 Reactor",1
"(unclear)","Uh, nothin' ...sorry.","https://www.yinza.com/Fandom/Script/01.html","Sector 1 - The No. 1 Reactor",1
"(from outside)","Ahhh......","https://www.yinza.com/Fandom/Script/01.html","Sector 1 - The No. 1 Reactor",1
"Biggs","Cloud!!","https://www.yinza.com/Fandom/Script/01.html","Sector 1 - The No. 1 Reactor",1
"Jessie","Cloud......","https://www.yinza.com/Fandom/Script/01.html","Sector 1 - The No. 1 Reactor",1
"Wedge","Cloud!!","https://www.yinza.com/Fandom/Script/01.html","Sector 1 - The No. 1 Reactor",1
"Cloud","Looks like I'm a little late.","https://www.yinza.com/Fandom/Script/01.html","Sector 1 - The No. 1 Reactor",1
"Barret","You damn right, you're late!!Come waltzin' in here makin' a big scene!","https://www.yinza.com/Fandom/Script/01.html","Sector 1 - The No. 1 Reactor",1
"Cloud","It's no big deal. Just what I always do.","https://www.yinza.com/Fandom/Script/01.html","Sector 1 - The No. 1 Reactor",1
"Barret","Shi't!Havin' everyone worried like that you don't give a damn 'bout no one but yourself!","https://www.yinza.com/Fandom/Script/01.html","Sector 1 - The No. 1 Reactor",1
"Cloud","Hmm...... You were worried about me!","https://www.yinza.com/Fandom/Script/01.html","Sector 1 - The No. 1 Reactor",1
"Barret","Wha!?I'm takin' it outta your money, hot stuff!Wake up!We're movin' out! Follow me!","https://www.yinza.com/Fandom/Script/01.html","Sector 1 - The No. 1 Reactor",1
"Wedge","Hey, Cloud!! You were great back there!","https://www.yinza.com/Fandom/Script/01.html","Sector 1 - The No. 1 Reactor",1
"Biggs","Heh heh...... Cloud! We'll do even better next time.","https://www.yinza.com/Fandom/Script/01.html","Sector 1 - The No. 1 Reactor",1
"Jessie","Be careful, I'll shut this.","https://www.yinza.com/Fandom/Script/01.html","Sector 1 - The No. 1 Reactor",1
"Shinra Manager","This is why I hate the last train. Hoo-boy...","https://www.yinza.com/Fandom/Script/01.html","Sector 1 - The No. 1 Reactor",1
"Train Bum","Huh...? This is my house, so make yourselves at home.","https://www.yinza.com/Fandom/Script/01.html","Sector 1 - The No. 1 Reactor",1
"Bald Man","You see the headlines in the Shinra Times?The terrorists that bombed the No. 1 Reactor are based somewhere in the slums....blowing up a Reactor... they sure put some thought into this one.They must have a real calculating leader. I wonder what they'll do next?","https://www.yinza.com/Fandom/Script/01.html","Sector 1 - The No. 1 Reactor",1
"Barret","Stop actin' like a damn kid. Si'down an' shu'up!","https://www.yinza.com/Fandom/Script/01.html","Sector 1 - The No. 1 Reactor",1
"Biggs","It seems this train hasn't switched to security mode yet.I'm sure that will change by tomorrow....YAWN... that sure took its toll on me. I'm gonna sleep till we get to the station.","https://www.yinza.com/Fandom/Script/01.html","Sector 1 - The No. 1 Reactor",1
"Train Worker","Please!! You're bothering the other passengers.","https://www.yinza.com/Fandom/Script/01.html","Sector 1 - The No. 1 Reactor",1
"Wedge","Someday AVALANCHE's gonna be famous... and me, too!Cloud!!Don't ya think I got a bright future ahead of me?","https://www.yinza.com/Fandom/Script/01.html","Sector 1 - The No. 1 Reactor",1
"Cloud","- What do you have in mind?- I wouldn't hold my breath","https://www.yinza.com/Fandom/Script/01.html","Sector 1 - The No. 1 Reactor",1
"Jessie","Hey, Cloud. You want to look at this with me?It's a map of the Midgar Rail System. Let's look at it together. I'll explain it to you.I like this kinda stuff. Bombs and monitors... you know, flashy stuff.Okay, it's about to start.This is a complete model of the city of Midgar.It's about a 1/10000 scale.The top plate is about 50 meters above ground.A main support structure holds the plate up in the center, and there are other support structures built in each section...psst... whisper... whisper (The No. 1 Reactor we blew up was in the northern section.)Then there's No. 2, No. 3 all the way up to the No. 8 Reactor.The 8 Reactors provide Midgar with electricity.Each town used to have a name, but no one in Midgar remembers them.Instead of names, we refer to them by numbered sectors. That's the kind of place this is.Phew..., this is next! Look.This is the route this train is on.The route spirals around the main support structure.We should be coming around the center area, right now.At each checkpoint, an ID sensor device is set up.It can check the identities and backgrounds on each and every passenger on the train by linking it up to the central data bank at Shinra headquarters.whisper... whisper... (Anyone could tell that we look suspicious, so we're using fake ID's.)","https://www.yinza.com/Fandom/Script/01.html","Sector 1 - The No. 1 Reactor",1
"Jessie","Speak of the devil...That light means that we're in the ID Security Check area....whisper... whisper... (When the lights go off, you never know what kind of creeps'll come out.)...anyhow, we're almost back now. That's a relief.","https://www.yinza.com/Fandom/Script/01.html","Sector 1 - The No. 1 Reactor",1
"Wedge","I'm seein' stars. This sucks. I hate the dark.","https://www.yinza.com/Fandom/Script/01.html","Sector 1 - The No. 1 Reactor",1
"Jessie","I know! Next time, I'll give you one I made myself.","https://www.yinza.com/Fandom/Script/01.html","Sector 1 - The No. 1 Reactor",1
"Cloud","- Thanks anyway- Looking forward to it","https://www.yinza.com/Fandom/Script/01.html","Sector 1 - The No. 1 Reactor",1
"Jessie","We're almost there. After talking with you, I really want to do it!I think you've lit my fuse!","https://www.yinza.com/Fandom/Script/01.html","Sector 1 - The No. 1 Reactor",1
"Biggs","...snore... heebeebeeheebee... snore... (Don't act so damn big, Barret... snooze...)","https://www.yinza.com/Fandom/Script/01.html","Sector 1 - The No. 1 Reactor",1
"Barret","Look... you can see the surface now. This city don't have no day or night.If that plate weren't there... we could see the sky.","https://www.yinza.com/Fandom/Script/01.html","Sector 1 - The No. 1 Reactor",1
"Cloud","A floating city... Pretty unsettling scenery.","https://www.yinza.com/Fandom/Script/01.html","Sector 1 - The No. 1 Reactor",1
"Barret","Huh?Never expect ta hear that outta someone like you....you jes' full of surprises.The upper world... a city on a plate...It's 'cuz of that &amp;^#$# 'pizza', that people underneath are sufferin'!And the city below is full of polluted air.On topa that, the Reactor keeps drainin' up all the energy.","https://www.yinza.com/Fandom/Script/01.html","Sector 1 - The No. 1 Reactor",1
"Cloud","Then why doesn't everyone move onto the Plate?","https://www.yinza.com/Fandom/Script/01.html","Sector 1 - The No. 1 Reactor",1
"Barret","Dunno. Probably 'cuz they ain't got no money. Or, maybe...'Cuz they love their land, no matter how polluted it gets.","https://www.yinza.com/Fandom/Script/01.html","Sector 1 - The No. 1 Reactor",1
"Cloud","I know... no one lives in the slums because they want to.It's like this train. It can't run anywhere except where its rails take it.","https://www.yinza.com/Fandom/Script/01.html","Sector 1 - The No. 1 Reactor",1
"Barret","Yo!! Get over here, all'ya!!","https://www.yinza.com/Fandom/Script/02.html","Sector 7 - Seventh Heaven",2
"Barret","Yo, Cloud! You lissen up!","https://www.yinza.com/Fandom/Script/02.html","Sector 7 - Seventh Heaven",2
"Barret","This mission was a success. But don't get lazy now.The hard part's still to come! Don't y'all be scared of that explosion!Cause the next one's gonna be bigger than that!Meet back at the hideout!! Move out!","https://www.yinza.com/Fandom/Script/02.html","Sector 7 - Seventh Heaven",2
"Station Man","When you've been a train man as long as I have, you see a lot of people and a lot of lives.People meeting, parting, joy, sadness... After a while, it doesn't even get to you anymore.I wonder how long it's been... There's an invisible rail between me and the passengers.I could never live their lives. I'm just a train man plain and simple. It's easier that way.That's not to say that the crossing gate of my heart doesn't hurt now and again.Back during the war, I remember there was a lot of painful scenes then.But, that's a story for another day...First train leaves Midgar at 05:04am.","https://www.yinza.com/Fandom/Script/02.html","Sector 7 - Seventh Heaven",2
"Guy","I'm not letting you go tonight.","https://www.yinza.com/Fandom/Script/02.html","Sector 7 - Seventh Heaven",2
"Girl","Wow!","https://www.yinza.com/Fandom/Script/02.html","Sector 7 - Seventh Heaven",2
"Guy","Isn't there somewhere we could go to be alone?","https://www.yinza.com/Fandom/Script/02.html","Sector 7 - Seventh Heaven",2
"Girl","Wow!There's only the train graveyard around here. And they say there's ghosts around too!","https://www.yinza.com/Fandom/Script/02.html","Sector 7 - Seventh Heaven",2
"Guy","......damn.","https://www.yinza.com/Fandom/Script/02.html","Sector 7 - Seventh Heaven",2
"Girl","What?","https://www.yinza.com/Fandom/Script/02.html","Sector 7 - Seventh Heaven",2
"Man by Fence","Hey now!! Oops!!What on earth are you doing? Just butt out......geez!Huh? You came to see it, too?There was a bombing on top. If this pillar should come down, everyone in the slums is dust...Well, there's no point in worryin' about that.Hey!! Look! It's huge, ain't it?","https://www.yinza.com/Fandom/Script/02.html","Sector 7 - Seventh Heaven",2
"Man by Fence","Hey... This is a strange and wonderful place.This is my place, but you can come here when you want. Bye, bro!","https://www.yinza.com/Fandom/Script/02.html","Sector 7 - Seventh Heaven",2
"Barret","Yo, Cloud! Over here, now!","https://www.yinza.com/Fandom/Script/02.html","Sector 7 - Seventh Heaven",2
"Soldier 1","What the hell do you want? You know who I am?You can't pass. I got the miserable job of keepin' scum like you from trying to sneak in here.","https://www.yinza.com/Fandom/Script/02.html","Sector 7 - Seventh Heaven",2
"Soldier 2","W, wow! You're great!!","https://www.yinza.com/Fandom/Script/02.html","Sector 7 - Seventh Heaven",2
"Soldier 1","Damn right!! Don't waste time talkin's, what I always say!","https://www.yinza.com/Fandom/Script/02.html","Sector 7 - Seventh Heaven",2
"Soldier 2","But, uh, I......Ah... eh... uhm............ Excuse me. You cannot pass without the proper clearance.Did I do good this time?","https://www.yinza.com/Fandom/Script/02.html","Sector 7 - Seventh Heaven",2
"Soldier 1","You gotta be tougher!","https://www.yinza.com/Fandom/Script/02.html","Sector 7 - Seventh Heaven",2
"Soldier 2","But, uh, I......","https://www.yinza.com/Fandom/Script/02.html","Sector 7 - Seventh Heaven",2
"Barret","Heh heh...You wanna meet your little baby?","https://www.yinza.com/Fandom/Script/02.html","Sector 7 - Seventh Heaven",2
"Cloud","- Little baby?- Out of my way!","https://www.yinza.com/Fandom/Script/02.html","Sector 7 - Seventh Heaven",2
"Gossip","Did you hear?","https://www.yinza.com/Fandom/Script/02.html","Sector 7 - Seventh Heaven",2
"Cloud","- Don't care- No, what?","https://www.yinza.com/Fandom/Script/02.html","Sector 7 - Seventh Heaven",2
"Kid","Explosions! Explosions! Oh Man! AVALANCHE is so cool!","https://www.yinza.com/Fandom/Script/02.html","Sector 7 - Seventh Heaven",2
"Johnny's Cousin","Oh Jesus!! What the hell's wrong tonight!!I thought that long blackout was strange.They say a Mako Reactor was destroyed above.I was jes sittin' here drinkin', watchin' the news by myself.'n' all of a sudden I get kicked outta the &amp;*%$ store. What's up with that!?I wasn't even done with my drink. I didn't even pay my bill...","https://www.yinza.com/Fandom/Script/02.html","Sector 7 - Seventh Heaven",2
"Johnny","Woo...... ah geez, I'm blitzed. I jes love them homemade cocktails. But they sure do creep up on ya.","https://www.yinza.com/Fandom/Script/02.html","Sector 7 - Seventh Heaven",2
"A sign to the far left","Don't be taken in by the Shinra.Mako energy will not last forever.Mako is the life of the Planet and that life is finite.The end is coming.Saviors of the Planet: AVALANCHE","https://www.yinza.com/Fandom/Script/02.html","Sector 7 - Seventh Heaven",2
"Cloud","What crappy handwriting. And look at all this graffiti!","https://www.yinza.com/Fandom/Script/02.html","Sector 7 - Seventh Heaven",2
"Item Shopkeeper"," (from inside)We're closed today. Come back tomorrow.","https://www.yinza.com/Fandom/Script/02.html","Sector 7 - Seventh Heaven",2
"Black-haired Man","Hey!! What the, YOU?Anyone talking to me must be a novice.","https://www.yinza.com/Fandom/Script/02.html","Sector 7 - Seventh Heaven",2
"Cloud","- Yep, that's me- I used to be with SOLDIER, the name's Cloud","https://www.yinza.com/Fandom/Script/02.html","Sector 7 - Seventh Heaven",2
"Big Man","Unn......!! Who the hell are you!? No unauthorized access.Since today's special, I'm gonna let you in on a juicy bit of news. But you gotta keep it to yourself.Do you know what's been going on......?","https://www.yinza.com/Fandom/Script/02.html","Sector 7 - Seventh Heaven",2
"Cloud","- What, that again?- ............","https://www.yinza.com/Fandom/Script/02.html","Sector 7 - Seventh Heaven",2
"Man in Hat","You know what I do? I'll bet you don't.You come here tomorrow and I'll tell you.Ahh, there just ain't no good jobs here in the slums.I wanna go to the upper world.","https://www.yinza.com/Fandom/Script/02.html","Sector 7 - Seventh Heaven",2
"Barret","Ok! Go on ahead.You! Cloud!! Get off your slow-movin' ass!!","https://www.yinza.com/Fandom/Script/02.html","Sector 7 - Seventh Heaven",2
"Marlene","Papa!!","https://www.yinza.com/Fandom/Script/02.html","Sector 7 - Seventh Heaven",2
"Tifa","Marlene! Aren't you going to say anything to Cloud?","https://www.yinza.com/Fandom/Script/02.html","Sector 7 - Seventh Heaven",2
"Cloud","- Yeah- Not this time","https://www.yinza.com/Fandom/Script/02.html","Sector 7 - Seventh Heaven",2
"Tifa","Sorry, Cloud. Marlene seems a little shy.","https://www.yinza.com/Fandom/Script/02.html","Sector 7 - Seventh Heaven",2
"Marlene","............","https://www.yinza.com/Fandom/Script/02.html","Sector 7 - Seventh Heaven",2
"Biggs","Aaah!! Nothin' like that first drink after a job.Hic!!Why don't you have one too?","https://www.yinza.com/Fandom/Script/02.html","Sector 7 - Seventh Heaven",2
"Cloud","- No- Yeah, why not?","https://www.yinza.com/Fandom/Script/02.html","Sector 7 - Seventh Heaven",2
"Biggs","Hic...!!Oh...... Don't tell Barret what I just said.","https://www.yinza.com/Fandom/Script/02.html","Sector 7 - Seventh Heaven",2
"Wedge","Oh, Cloud!Tifa really knows how to cook. Mmm, mmm......Anyway, let me tell you somethin'","https://www.yinza.com/Fandom/Script/02.html","Sector 7 - Seventh Heaven",2
"Cloud","- About what?- I'm not interested in your stories","https://www.yinza.com/Fandom/Script/02.html","Sector 7 - Seventh Heaven",2
"Jessie","Careless...... You're getting all excited.Wonder what for......?","https://www.yinza.com/Fandom/Script/02.html","Sector 7 - Seventh Heaven",2
"Marlene","Papa, welcome home!","https://www.yinza.com/Fandom/Script/02.html","Sector 7 - Seventh Heaven",2
"Tifa","You all right, Barret?","https://www.yinza.com/Fandom/Script/02.html","Sector 7 - Seventh Heaven",2
"Barret","Great!!Get in here, fools!! We're startin' the meetin'!!","https://www.yinza.com/Fandom/Script/02.html","Sector 7 - Seventh Heaven",2
"Guy","Hey, come over here.","https://www.yinza.com/Fandom/Script/02.html","Sector 7 - Seventh Heaven",2
"Girl","But people will...","https://www.yinza.com/Fandom/Script/02.html","Sector 7 - Seventh Heaven",2
"Guy","Who cares?","https://www.yinza.com/Fandom/Script/02.html","Sector 7 - Seventh Heaven",2
"Girl","But... There's a weirdo over there.","https://www.yinza.com/Fandom/Script/02.html","Sector 7 - Seventh Heaven",2
"Guy","Huh?","https://www.yinza.com/Fandom/Script/02.html","Sector 7 - Seventh Heaven",2
"Gossip","Did you hear?","https://www.yinza.com/Fandom/Script/02.html","Sector 7 - Seventh Heaven",2
"Cloud","- 'Bout what?- Don't care","https://www.yinza.com/Fandom/Script/02.html","Sector 7 - Seventh Heaven",2
"Johnny's Cousin","There's a TV in there, but my cheap aunt won't let me in the house. Look for yourself.","https://www.yinza.com/Fandom/Script/02.html","Sector 7 - Seventh Heaven",2
"Johnny's Mom"," (from inside her house)I'm not opening up. Go away!!","https://www.yinza.com/Fandom/Script/02.html","Sector 7 - Seventh Heaven",2
"Johnny","Hey!! Open up! C'mon baby!!It's me! Johnny! Mom!!","https://www.yinza.com/Fandom/Script/02.html","Sector 7 - Seventh Heaven",2
"Johnny's Cousin","Now that you mention it, there used to be an outside TV monitor here in the slums.But that Barret, busted it up.Shot it up with that weird machine gun hand of his. Blam, blam, blam.I think it was when President Shinra was on.He was on again this morning, too, you know.Tifa better watch out for her TV.","https://www.yinza.com/Fandom/Script/02.html","Sector 7 - Seventh Heaven",2
"Kid","All's quiet!! Shh, I'm spying now!OH!! There's something!! DANGER!! ALERT!!","https://www.yinza.com/Fandom/Script/02.html","Sector 7 - Seventh Heaven",2
"Tifa","Sit down.","https://www.yinza.com/Fandom/Script/02.html","Sector 7 - Seventh Heaven",2
"Tifa","How about......something to drink?","https://www.yinza.com/Fandom/Script/02.html","Sector 7 - Seventh Heaven",2
"Cloud","- I don't feel like it- Give me something hard","https://www.yinza.com/Fandom/Script/02.html","Sector 7 - Seventh Heaven",2
"Tifa","Cloud. Are you feeling all right?","https://www.yinza.com/Fandom/Script/02.html","Sector 7 - Seventh Heaven",2
"Cloud","...yeah... Why?","https://www.yinza.com/Fandom/Script/02.html","Sector 7 - Seventh Heaven",2
"Tifa","No reason. You just look a little tired I guess.You'd better go down below.","https://www.yinza.com/Fandom/Script/02.html","Sector 7 - Seventh Heaven",2
"Wedge","You think I'm a little too uptight?","https://www.yinza.com/Fandom/Script/02.html","Sector 7 - Seventh Heaven",2
"Cloud","- Yeah...- No...","https://www.yinza.com/Fandom/Script/02.html","Sector 7 - Seventh Heaven",2
"Jessie","Oops...Hey, look at the news... What a blast.Think it was all because of my bomb? But all I really did was just make it like the computer told me.Oh no! I must've made a miscalculation somewhere.Hey, that was my bomb's debut. Makes me kinda proud.","https://www.yinza.com/Fandom/Script/02.html","Sector 7 - Seventh Heaven",2
"Barret","Yo, Cloud! There's somethin' I wanna ask ya.Was there anyone from SOLDIER fighting us today?","https://www.yinza.com/Fandom/Script/02.html","Sector 7 - Seventh Heaven",2
"Cloud","None. I'm positive.","https://www.yinza.com/Fandom/Script/02.html","Sector 7 - Seventh Heaven",2
"Barret","You sound pretty sure.","https://www.yinza.com/Fandom/Script/02.html","Sector 7 - Seventh Heaven",2
"Cloud","If there was anyone from SOLDIER you wouldn't be standing here now.","https://www.yinza.com/Fandom/Script/02.html","Sector 7 - Seventh Heaven",2
"Barret","Don't you go thinkin' you so bad jes cuz you was in SOLDIER.","https://www.yinza.com/Fandom/Script/02.html","Sector 7 - Seventh Heaven",2
"Cloud","............","https://www.yinza.com/Fandom/Script/02.html","Sector 7 - Seventh Heaven",2
"Barret","Yeah, you're strong.Probably all them guys in SOLDIER are.But don't forget that your skinny ass's workin' for AVALANCHE now!Don't get no ideas 'bout hangin' on to Shinra.","https://www.yinza.com/Fandom/Script/02.html","Sector 7 - Seventh Heaven",2
"Cloud","Stayin' with Shinra?You asked me a question and I answered it... that's all.I'm going upstairs. I want to talk about my money.","https://www.yinza.com/Fandom/Script/02.html","Sector 7 - Seventh Heaven",2
"Barret","Shucks!! ............money...","https://www.yinza.com/Fandom/Script/02.html","Sector 7 - Seventh Heaven",2
"Marlene","Papa, you're so great!","https://www.yinza.com/Fandom/Script/02.html","Sector 7 - Seventh Heaven",2
"Tifa","Wait, Cloud!","https://www.yinza.com/Fandom/Script/02.html","Sector 7 - Seventh Heaven",2
